350, 24.570780
351, 24.628654
352, 24.641489
353, 24.539535
354, 24.515997
355, 24.452510
356, 24.373106
357, 24.419005
358, 24.329727
359, 24.239647
360, 24.267219
361, 24.204469
362, 24.014503
363, 23.944346
364, 23.861019
365, 24.030023
366, 24.084173
367, 24.141346
368, 24.156362
369, 24.030354
370, 23.909620
371, 23.834380
372, 23.822819
373, 23.771979
374, 23.735137
375, 23.742938
376, 23.717019
377, 23.724607
378, 23.635724
379, 23.598763
380, 23.651770
381, 23.684636
382, 23.592519
383, 23.479326
384, 23.482153
385, 23.403820
386, 23.407409
387, 23.456870
388, 23.502326
389, 23.436037
390, 22.837184
391, 23.468632
392, 23.493727
393, 23.428663
394, 23.424385
395, 23.431652
396, 23.429170
397, 23.431055
398, 23.449728
399, 23.447322
400, 23.438684
401, 23.394318
402, 23.437361
403, 23.340672
404, 23.271433
405, 23.275657
406, 23.315922
407, 23.349415
408, 23.376965
409, 23.367647
410, 23.377930
411, 23.387576
412, 23.351813
413, 23.352394
414, 23.393146
415, 23.325339
416, 23.438005
417, 23.461680
418, 23.429293
419, 23.459240
420, 23.482719
421, 23.431506
422, 23.398744
423, 23.421524
424, 23.328115
425, 23.342589
426, 23.383734
427, 23.386427
428, 23.367406
429, 23.400212
430, 23.447832
431, 23.487467
432, 23.505923
433, 23.543038
434, 23.577473
435, 23.546620
436, 23.510487
437, 23.506451
438, 23.518835
439, 23.542711
440, 23.443591
441, 23.313125
442, 23.313491
443, 23.358258
444, 23.353483
445, 23.293578
446, 23.280353
447, 23.300273
448, 23.218533
449, 23.112695
450, 23.138528
451, 23.172233
452, 23.174535
453, 23.183802
454, 23.203285
455, 23.240767
456, 23.269963
457, 23.305713
458, 23.349941
459, 23.378280
460, 23.406909
461, 23.419542
462, 23.418501
463, 23.429428
464, 23.468556
465, 23.491499
466, 23.519363
467, 23.549679
468, 23.569463
469, 23.579925
470, 23.610235
471, 23.627230
472, 23.661264
473, 23.703804
474, 23.746778
475, 23.787052
476, 23.818696
477, 23.857703
478, 23.871275
479, 23.788081
480, 23.732758
481, 23.727071
482, 23.654882
483, 23.609270
484, 23.619475
485, 23.622802
486, 23.660436
487, 23.678690
488, 23.701971
489, 23.736424
490, 23.755634
491, 23.695900
492, 23.640070
493, 23.672518
494, 23.705722
495, 23.754366
496, 23.794390
497, 23.789490
498, 23.787014
499, 23.769711
500, 23.711321
501, 23.680150
502, 23.623465
503, 23.595067
504, 23.607690
505, 23.631224
506, 23.621772
507, 23.624588
508, 23.545787
509, 23.477640
510, 23.495922
511, 23.488007
512, 23.379890
